id,title,description,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,unitName,quantity,valueAmount,currencyCode,valuationDate,contractNumber,contractDateSigned,contractUrl,contractStatus,contractPurpose,contractRentalRate,contractCustodianName,contractCustodianId,contractUserName,contractUserId,contractPeriodStartDate,contractPeriodEndDate,contractPeriodMaxExtentDate,contractSchedule,contractValuePeriod,contractValueAmount,contractValueDescription,validityDate
82371-7787,"СТАЙНЯ ЛІТНЯ  ДВОХСКАТНА на 40 ГОЛІВ.","СТАЙНЯ",UA80000000000093317,"03680",Україна,м. Київ,null,null,Київ,"ГОЛОСІЇВСЬКИЙ","ГЛУШКОВА АКАДЕМІКА","10 ЛІТ.1Е №77",null,null,кв. м.,475.83,4 435 200.00,UAH,2021-05-31,"2888/903-1",2022-02-08,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВСЬКИЙ ІПОДРОМ""","00846346","ДЕПАРТАМЕНТ ПАТРУЛЬНОЇ ПОЛІЦІЇ","40108646",2018-12-18,2024-12-15,null,null,Місяць,11 088.00,null,2025-05-05
81408-40605,"ГАРАЖНІ БОКСИ","ГАРАЖ",UA80000000000093317,"03680",Україна,м. Київ,null,null,Київ,"ГОЛОСІЇВСЬКИЙ","ГЛУШКОВА АКАДЕМІКА","10 ЛІТ.М №117",null,null,кв. м.,33.0,533 100.00,UAH,2021-02-28,"2789-1",2021-08-12,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВСЬКИЙ ІПОДРОМ""","00846346","МОТОРНИЙ ЮРІЙ МИКОЛАЙОВИЧ","2089506152",2018-06-27,2024-06-24,null,null,Місяць,4 636.56,null,2025-04-17
81409-40605,"ГАРАЖНІ БОКСИ","ГАРАЖ",UA80000000000093317,"03680",Україна,м. Київ,null,null,Київ,"ГОЛОСІЇВСЬКИЙ","ГЛУШКОВА АКАДЕМІКА","10 ЛІТ.М №117",null,null,кв. м.,31.0,507 000.00,UAH,2021-02-28,"2787-1",2021-08-12,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВСЬКИЙ ІПОДРОМ""","00846346","НЕЖЕНЦЕВ ВІТАЛІЙ МИКОЛАЙОВИЧ","2887421856",2018-06-27,2024-06-24,null,null,Місяць,4 355.64,null,2025-04-18
81410-7788,"ВЕТІЗОЛЯТОР","ВЕТСАНПРОПУСКНИК",UA80000000000093317,"03680",Україна,м. Київ,null,null,Київ,"ГОЛОСІЇВСЬКИЙ","ГЛУШКОВА АКАДЕМІКА","10 ЛІТ.1Д №79",null,null,кв. м.,95.8,1 562 100.00,UAH,2021-05-31,"169-3",2021-08-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВСЬКИЙ ІПОДРОМ""","00846346","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕКВУС""","24583650",2018-06-25,2024-06-24,null,null,Місяць,12 524.39,null,2025-05-22
81429-19099,"МЕТАЛЕВИЙ БОКС НА 3 МАШИНИ","ГАРАЖ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.В",null,null,кв. м.,77.4,8 178.55,UAH,2016-06-30,"1369-2",2021-07-16,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАНАВТО""","34483270",2021-07-16,2025-05-03,null,null,Місяць,14 559.01,null,2025-06-10
79614-6271,"МЕТАЛЕВИЙ БОКС НА 20 МАШИН","ГАРАЖ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.С",null,null,кв. м.,32.0,183 000.00,UAH,2018-10-31,"3186",2020-01-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАСТЕР-АВІА""","37053765",2020-01-31,2023-01-29,null,null,Місяць,1 061.44,null,2025-04-09
83147-6263,"БУДІВЛЯ ВАНТАЖНОГО СКЛАДУ","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","96 ЛІТ.Ж",null,null,кв. м.,126.2,1 965 000.00,UAH,2018-09-30,"2032-2",2023-02-07,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕІР КИЇВ КАРГО""","24360677",2022-02-14,2027-02-13,null,null,Місяць,19 650.60,null,2025-06-10
83465-19091,"БУДІВЛЯ ТЕХНІЧНОЇ СЛУЖБИ АЕРОПОРТУ","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","79 ЛІТ.В",null,null,кв. м.,11658.5,14 478 822.00,UAH,2011-03-31,"240-2011",2011-06-24,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАСТЕР-АВІА""","37053765",2011-06-24,2060-06-24,null,null,Місяць,226 951.75,null,2025-04-09
69096-6268,"МЕТАЛЕВИЙ ПАВІЛЬЙОН НА ПРИВОКЗАЛЬНІЙ ПЛОЩІ","ПАВІЛЬЙОН",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","81 ЛІТ.IV",null,null,кв. м.,374.9,3 373 900.00,UAH,2019-10-31,"1847-1",2018-07-23,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АС ГРУПП, ЛТД""","30300508",2018-07-23,2028-07-21,null,null,Місяць,20 384.01,null,2025-06-10
69098-6271,"МЕТАЛЕВИЙ БОКС НА 20 МАШИН","ГАРАЖ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.С",null,null,кв. м.,60.4,6 284.02,UAH,2019-03-31,"2058-1",2019-08-07,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ВОЛОХ ОЛЕКСАНДР ОЛЕКСАНДРОВИЧ","3101120092",2019-08-07,2022-08-05,null,null,Місяць,6 019.95,null,2025-05-22
69101-6224,"МЕХАНІЗОВАНА МИЙКА В ССТ","МЕХАНІЧНА МИЙКА",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.Д",null,null,кв. м.,165.4,1 130 200.00,UAH,2019-11-30,"1857-1",2018-07-25,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАККЛІН'С""","35525049",2018-07-25,2028-07-19,null,null,Місяць,11 838.96,null,2025-06-10
78230-6271,"МЕТАЛЕВИЙ БОКС НА 20 МАШИН","ГАРАЖ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.С",null,null,кв. м.,64.0,752 608.00,UAH,2019-05-31,"3185",2020-01-31,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ВОЛОХ ОЛЕКСАНДР ОЛЕКСАНДРОВИЧ","3101120092",2020-01-31,2023-01-29,null,null,Місяць,4 292.40,null,2025-05-22
80791-30444,"БУДІВЛЯ НА ТЕРІТОРІЇ МІСТЕЧКА ЦО","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","81  К.4",null,null,кв. м.,80.0,728 200.00,UAH,2020-05-31,"1390-2",2021-06-17,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФІРМА ""МАТІНКА""","19027734",2021-06-17,2023-08-09,null,null,Місяць,5 730.00,null,2025-06-10
65332-19099,"МЕТАЛЕВИЙ БОКС НА 3 МАШИНИ","ГАРАЖ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.В",null,null,кв. м.,30.4,235 500.00,UAH,2020-01-31,"1367-2",2020-06-16,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","БОБЕР ОЛЕКСАНДР МИКОЛАЙОВИЧ","2708102259",2020-06-16,2023-06-14,null,null,Місяць,1 775.04,null,2025-06-05
76378-6263,"БУДІВЛЯ ВАНТАЖНОГО СКЛАДУ","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","96 ЛІТ.Ж",null,null,кв. м.,27.0,255 700.00,UAH,2019-11-30,"3194",2020-01-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕІР КИЇВ КАРГО""","24360677",2020-01-31,2023-01-29,null,null,Місяць,1 278.50,null,2025-06-10
81296-6225,"ЕЛЕКТРОЦЕХ ССТ","МАЙСТЕРНЯ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А, ЛІТ.П",null,null,кв. м.,40.5,7 071.54,UAH,2021-04-30,"3445",2021-09-02,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАСТЕР-АВІА""","37053765",2021-09-02,2026-09-02,null,null,Місяць,2 083.33,null,2025-04-09
81298-6222,"БУДІВЛЯ РЕМОНТНИХ МАЙСТЕРЕНЬ ССТ","МАЙСТЕРНЯ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А, ЛІТ.Р",null,null,кв. м.,148.5,41 457.30,UAH,2021-04-30,"3446",2021-09-03,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАСТЕР-АВІА""","37053765",2021-09-03,2026-09-03,null,null,Місяць,12 500.00,null,2025-04-09
81300-6293,"БУДИНОК СКЛАДУ ГАЗОВИХ БАЛОНІВ","СКЛАДСЬКЕ ПРИМІЩЕННЯ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А ЛІТ.Щ",null,null,кв. м.,46.8,481 300.00,UAH,2021-05-31,"2807-1",2021-09-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","СТЕПАНЕНКО МИКОЛА ВІКТОРОВИЧ","3073518897",2021-09-09,2024-07-23,null,null,Місяць,2 316.60,null,2025-06-10
81301-28934,"ЦЕГЛЯНИЙ СКЛАД МТЗ","СКЛАДСЬКЕ ПРИМІЩЕННЯ",UA80000000000093317,"252036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","86-А, ЛІТ.Х",null,null,кв. м.,143.8,1 550 200.00,UAH,2021-05-31,"2808-1",2021-09-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","СТЕПАНЕНКО МИКОЛА ВІКТОРОВИЧ","3073518897",2021-09-09,2024-07-23,null,null,Місяць,9 126.98,null,2025-06-10
80709-19093,"СЕКТОРИ №№2-4 ДЛЯ ОБСЛУГОВУВАННЯ ПАСАЖИРІВ","ЗАЛ ОЧІКУВАННЯ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","81 ЛІТ.Г",null,null,кв. м.,139.7,2 209 790.00,UAH,2021-02-28,"2644-1",2021-05-12,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЬЮТІ ФРІ ПІ ДЖЕЙ ЮКРЕЙН""","39419168",2018-04-02,2024-03-30,null,null,Місяць,13 609.58,null,2025-04-09
78947-21088,"РАМПА ВЕЛИКОВАГОВИХ ВАНТАЖІВ","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","96 ЛІТ.В",null,null,кв. м.,118.7,827 900.00,UAH,2019-08-31,"3090",2019-11-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЕРОПОРТ КИЇВ КАРГО""","36406879",2019-11-20,2022-11-18,null,null,Місяць,6 962.94,null,2025-06-10
78963-6264,"БУДІВЛЯ ОХОРОН ПРАЦІ/ МИТНИЙ СКЛАД","АДМІНІСТРАТИВНО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","96 ЛІТ.Е",null,null,кв. м.,232.5,2 027 200.00,UAH,2019-08-31,"3090",2019-11-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЕРОПОРТ КИЇВ КАРГО""","36406879",2019-11-20,2022-11-18,null,null,Місяць,13 638.45,null,2025-06-10
78969-6263,"БУДІВЛЯ ВАНТАЖНОГО СКЛАДУ","ВИРОБНИЧО-СКЛАДСЬКЕ",UA80000000000093317,"03036",Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ПОВІТРЯНИХ СИЛ ПРОСПЕКТ (ПОВІТРОФЛОТСЬКИЙ ПРОСПЕКТ)","96 ЛІТ.Ж",null,null,кв. м.,67.0,1 085 100.00,UAH,2019-08-31,"3090",2019-11-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО МІЖНАРОДНИЙ АЕРОПОРТ ""КИЇВ"" (ЖУЛЯНИ)","01131514","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЕРОПОРТ КИЇВ КАРГО""","36406879",2019-11-20,2022-11-18,null,null,Місяць,3 930.22,null,2025-06-10
84671-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,48.27,1 358 366.07,UAH,2022-12-31,"197/2023",2023-04-10,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ФРАНЧУК ЯРОСЛАВ ОЛЕКСАНДРОВИЧ","3461606073",2023-04-10,2028-04-10,null,null,Місяць,16 100.00,null,2025-06-30
84672-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,2.0,82 320.00,UAH,2023-04-30,"207/2023",2023-09-26,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","ФІЗИЧНА ОСОБА ПІДПРИЄМЕЦЬ ГУРІНЕНКО РОСТИСЛАВ ІВАНОВИЧ","3142813772",2023-09-26,2028-09-26,null,null,Місяць,8 380.00,null,2025-06-30
84681-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,12.1,263 392.00,UAH,2021-08-31,"178/2022",2022-07-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","КИСЕЛЬОВА МЕЛІНЕ ГРИГОРІВНА","2598515424",2004-12-25,2027-07-22,null,null,Місяць,2 633.92,null,2025-06-30
84682-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,18.5,406 000.00,UAH,2021-08-31,"181/2022",2022-09-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","ГРУЗЕР МАКСИМ ВІКТОРОВИЧ","3020312550",1998-02-03,2027-09-30,null,null,Місяць,4 060.00,null,2025-07-01
84683-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,560.95,164 820.22,UAH,2022-06-30,"203/2023",2023-05-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО- САНІТАРНОЇ ДОПОМОГИ № 2"" ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА","38266365",2012-07-03,2025-07-16,null,null,Місяць,0.08,null,2025-06-13
84688-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,7.3,157 913.60,UAH,2022-01-31,"195/2023",2023-03-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРПОЛІПАК""","32204633",2006-12-22,2028-03-09,null,null,Місяць,6 410.00,null,2025-06-19
84722-62040,"КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДИТЯЧИЙ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ТРОСТЯНЕЦЬКА","8-Д",null,null,кв. м.,33.31,768 619.59,UAH,2021-11-30,"179/2022",2022-09-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ""","05415852",2000-05-22,2025-03-26,null,null,Місяць,10 296.43,null,2025-06-30
84723-62043,"ПОЛІКЛІНІКА","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ХАРКІВСЬКЕ ШОСЕ","121 ЛІТ.Б",null,null,кв. м.,11.2,286 267.00,UAH,2022-12-31,"199/2023",2024-09-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР № 1 ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""","01280970","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КИЇВСТАР","21673832",2023-05-23,2028-05-23,null,null,Місяць,5 725.00,null,2025-06-19
